iter	Logloss
222	0.2668995545
223	0.2659413658
224	0.2650843575
225	0.2644189882
226	0.2635784819
227	0.2627546409
228	0.2621837574
229	0.2615703047
230	0.2607635915
231	0.2601158612
232	0.2593467647
233	0.2587435663
234	0.2579707198
235	0.2572250357
236	0.2563497666
237	0.2555651361
238	0.2550229738
239	0.2541496886
240	0.2535105734
241	0.2528052701
242	0.2523920501
243	0.2517661123
244	0.2509879626
245	0.250431253
246	0.2499482814
247	0.2492064081
248	0.2484576206
249	0.2475503588
250	0.2467116473
251	0.2459776172
252	0.2455553305
253	0.2447763812
254	0.2442373558
255	0.2436342824
256	0.2430486034
257	0.2423577454
258	0.2419079288
259	0.2415850976
260	0.2411274318
261	0.2404667602
262	0.2397495771
263	0.2391220521
264	0.2384838155
265	0.2381088695
266	0.2374550054
267	0.2368339688
268	0.236279038
269	0.2357704517
270	0.2350833307
271	0.2347481469
272	0.2341514118
273	0.2335722043
274	0.2329552699
275	0.2324843495
276	0.2318134161
277	0.2310525229
278	0.2304125272
279	0.2297796784
280	0.2292938589
281	0.2287280717
282	0.2282214024
283	0.2275250562
284	0.2266843697
285	0.2260780874
286	0.2256932654
287	0.2251076979
288	0.2244986305
289	0.2239623269
290	0.2234493506
291	0.2227967268
292	0.2220862657
293	0.2213929543
294	0.2211080286
295	0.2206001529
296	0.2199952328
297	0.2194897592
298	0.2188910017
299	0.2184752028
300	0.218027497
301	0.2176592428
302	0.2172744617
303	0.2169372337
304	0.2164968609
305	0.2160354434
306	0.2155317927
307	0.2150078158
308	0.2143925298
309	0.2140170173
310	0.2134225648
311	0.2129645975
312	0.2125154283
313	0.2121332048
314	0.2115976011
315	0.2110304946
316	0.2105549399
317	0.2101810857
318	0.2097169854
319	0.2092862757
320	0.2088101619
321	0.2083417847
322	0.2077753971
323	0.2072529195
324	0.2067106787
325	0.2062960689
326	0.206033488
327	0.2054852937
328	0.2050726718
329	0.2046902968
330	0.2043641151
331	0.2039205869
332	0.2033371908
333	0.202804809
334	0.2024000886
335	0.2019370201
336	0.201573117
337	0.2011776347
338	0.2006543232
339	0.2002037507
340	0.1997852811
341	0.1992961325
342	0.1987047484
343	0.1981328255
344	0.1975547548
345	0.1971306425
346	0.1967835741
347	0.1961815215
348	0.195896643
349	0.1954769623
350	0.1950629976
351	0.1946161981
352	0.1944509622
353	0.193934027
354	0.1934202692
355	0.1930699282
356	0.1926546852
357	0.1923114432
358	0.1918974415
359	0.1914318515
360	0.191215976
361	0.1908225692
362	0.1904879339
363	0.1902411106
364	0.1899949385
365	0.1895948795
366	0.1890215441
367	0.1885976073
368	0.1882393768
369	0.1878682682
370	0.1876403508
371	0.1873166779
372	0.1870210747
373	0.1866282254
374	0.1861647744
375	0.185885347
376	0.1854248811
377	0.1850817556
378	0.1848265438
379	0.1845485228
380	0.1840983858
381	0.1838545854
382	0.183328424
383	0.1829908879
384	0.1827114766
385	0.182329239
386	0.1818738794
387	0.1815628916
388	0.1812480304
389	0.1809564666
390	0.1805514641
391	0.1802919158
392	0.1798585908
393	0.179483277
394	0.1791418446
395	0.1787813262
396	0.1784711844
397	0.1779728968
398	0.1775813072
399	0.177369104
400	0.1769770915
401	0.1765440349
402	0.1762403311
403	0.1758458468
404	0.1755997815
405	0.1752962468
406	0.1749944347
407	0.1745364333
408	0.1741395975
409	0.1738183631
410	0.173679074
411	0.1733570917
412	0.1731494987
413	0.1726757402
414	0.1723189675
415	0.1720130089
416	0.1717233919
417	0.1713022393
418	0.1709979992
419	0.1705774788
420	0.1702069618
421	0.1698704002
422	0.1695278299
423	0.1691005304
424	0.1686757667
425	0.1682118072
426	0.167810644
427	0.1673544467
428	0.1670213633
429	0.1667718728
430	0.1664711881
431	0.1662689615
432	0.1660922239
433	0.1658591241
434	0.1656759634
435	0.1654166382
436	0.1652051165
437	0.1648528835
438	0.1645083806
439	0.1641606875
440	0.1638391248
441	0.1635030479
442	0.163154697
443	0.1628324029
444	0.1624473859
445	0.1621422449
446	0.1620033092
447	0.161811051
448	0.1615362206
449	0.1613133464
450	0.1609531171
451	0.1605622792
452	0.1602800554
453	0.160086834
454	0.1596966058
455	0.1594092597
456	0.1590342684
457	0.1588236367
458	0.1584650156
459	0.1582423656
460	0.1579147023
461	0.1576546983
462	0.1573603559
463	0.1571597018
464	0.1568992497
465	0.1565246758
466	0.1562256073
467	0.1559850682
468	0.1557144522
469	0.1554796379
470	0.1550407638
471	0.1546605943
472	0.1544158747
473	0.1542388971
474	0.1540530594
475	0.153732037
476	0.1535032628
477	0.1533128514
478	0.1530620115
479	0.152769066
480	0.1524642285
481	0.1522155596
482	0.1518976065
483	0.1516547202
484	0.1513277032
485	0.1510548105
486	0.1508925573
487	0.1506386637
488	0.1504136638
489	0.15016508
490	0.149864687
491	0.1496446298
492	0.1494343354
493	0.1491618585
494	0.1488293441
495	0.1485118625
496	0.1482536882
497	0.1480104895
498	0.1477762265
499	0.1475171275
500	0.1471997451
501	0.1468205475
502	0.1465361465
503	0.1462445578
504	0.1459736525
505	0.1455929726
506	0.1452233231
507	0.1451043987
508	0.1448841499
509	0.1446617707
510	0.1444067887
511	0.1441318254
512	0.1438772675
513	0.1436789903
514	0.1434346258
515	0.1432659584
516	0.1430966371
517	0.1427349009
518	0.1424956971
519	0.14225261
520	0.1419996812
521	0.1418032454
522	0.141394896
523	0.1412842863
524	0.1410360631
525	0.1408631922
526	0.1406463685
527	0.1404003449
528	0.1401996296
529	0.1399587891
530	0.1397978596
531	0.1394817075
532	0.139281698
533	0.1391459108
534	0.1390153437
535	0.1388625614
536	0.1386538878
537	0.1383977891
538	0.1382632944
539	0.1380204851
540	0.1378484338
541	0.1375533954
542	0.1372962085
543	0.1370179021
544	0.1367475403
545	0.1364738503
546	0.136308054
547	0.1360244756
548	0.1359075609
549	0.1356914289
550	0.1353985282
551	0.1351036683
552	0.1348556096
553	0.1346558833
554	0.1344213761
555	0.1341874757
556	0.1340572103
557	0.1337280301
558	0.1335392356
559	0.1334190722
560	0.1332513263
561	0.1329989406
562	0.1327980003
563	0.1326562623
564	0.1324376848
565	0.1321281557
566	0.1319120083
567	0.131732902
568	0.131449902
569	0.1312332173
570	0.1310888589
571	0.1308539012
572	0.1306424895
573	0.1304606414
574	0.1302606895
575	0.1300957449
576	0.1298246504
577	0.1296775982
578	0.1294995029
579	0.1292738622
580	0.1289999377
581	0.128793694
582	0.1286089556
583	0.1283778309
584	0.1281766252
585	0.1280499736
586	0.1278503872
587	0.1276725181
588	0.1275536448
589	0.1274057112
590	0.1272651449
591	0.1270361443
592	0.1268388063
593	0.1266590772
594	0.1264309008
595	0.1261728408
596	0.1260096119
597	0.1257966932
598	0.1256107842
599	0.1253686883
600	0.1251586676
601	0.1249448777
602	0.1247732728
603	0.1245977481
604	0.1244279935
605	0.1242152134
606	0.1240881871
607	0.1240180914
608	0.1238437097
609	0.1235933319
610	0.1233144682
611	0.1230811219
612	0.1228470717
613	0.1226619622
614	0.1224629378
615	0.1223439719
616	0.1221909051
617	0.1219119632
618	0.1216513716
619	0.1215022579
620	0.1213442493
621	0.1212548662
622	0.1210982443
623	0.1208747727
624	0.1206647115
625	0.1204597447
626	0.1203101844
627	0.120147016
628	0.1199615864
629	0.1198066214
630	0.119573592
631	0.1193188957
632	0.1190919707
633	0.1189243298
634	0.1187735106
635	0.1186406906
636	0.1183999226
637	0.1182609602
638	0.1180986058
639	0.1179530455
640	0.1177472112
641	0.1176060093
642	0.1174063337
643	0.1171448032
644	0.1169100471
645	0.1167220724
646	0.1165876099
647	0.1163409677
648	0.116185437
649	0.1160356321
650	0.1158266433
651	0.1156880296
652	0.1155242528
653	0.1153107558
654	0.1151530118
655	0.1149391841
656	0.1148229063
657	0.1146770876
658	0.1145686287
659	0.114421521
660	0.114231071
661	0.1140685541
662	0.1139973696
663	0.113894281
664	0.1137235284
665	0.1134824546
666	0.1133008922
667	0.1131856658
668	0.1129502246
669	0.112756376
670	0.1125243365
671	0.1123503561
672	0.112212702
673	0.1120703248
674	0.1118883448
675	0.1116896545
676	0.1114543305
677	0.1113076695
678	0.1112031138
679	0.1110399943
680	0.1108716357
681	0.1106987031
682	0.1105956868
683	0.1103740179
684	0.1101989522
685	0.1100707409
686	0.1098829102
687	0.109784225
688	0.1096507984
689	0.109434285
690	0.1092720149
691	0.1090967507
692	0.1089003548
693	0.1087641508
694	0.1085837307
695	0.1084509209
696	0.1082945931
697	0.1081156576
698	0.1079608756
699	0.1078184504
700	0.1077067067
701	0.1075418178
702	0.1074067226
703	0.1071845719
704	0.107000962
705	0.1068031804
706	0.1065605097
707	0.1064168021
708	0.1062251653
709	0.1060588716
710	0.1059579136
711	0.1058091468
712	0.1056709026
713	0.1055763996
714	0.1053581415
715	0.1052449968
716	0.1050381623
717	0.1048984912
718	0.1047351612
719	0.1045318921
720	0.1044082535
721	0.1042927242
722	0.1041380171
723	0.1040465435
724	0.1039356282
725	0.1037086075
726	0.1035455555
727	0.1034172111
728	0.1032377892
729	0.1030515189
730	0.1029006368
731	0.102700383
732	0.1025296277
733	0.1024964875
734	0.1023402044
735	0.1021453824
736	0.1019735254
737	0.101895502
738	0.1017729093
739	0.1016066667
740	0.1014712572
741	0.1013363698
742	0.1012262184
743	0.101053523
744	0.1009583502
745	0.1007838919
746	0.1006227552
747	0.1004884095
748	0.1003642403
749	0.1002048757
750	0.1001103775
751	0.09996446321
752	0.09985999392
753	0.09970206095
754	0.09955865838
755	0.09939681891
756	0.09926672474
757	0.09913749014
758	0.09903710157
759	0.09888488114
760	0.09871066029
761	0.09860297896
762	0.09847119183
763	0.09836945862
764	0.09817104834
765	0.09805527744
766	0.09793797744
767	0.09784039711
768	0.09766366072
769	0.09753222311
770	0.09740149586
771	0.09729371458
772	0.09711917042
773	0.09695976256
774	0.09683223194
775	0.09677947289
776	0.09666560628
777	0.09654613857
778	0.09634330049
779	0.09624678485
780	0.09611887265
781	0.09608432629
782	0.09601054103
783	0.0958652691
784	0.09575970147
785	0.09559630132
786	0.0954384091
787	0.09532467878
788	0.09520971706
789	0.09502916224
790	0.09491739018
791	0.09478149447
792	0.09459352241
793	0.0945086019
794	0.09442468712
795	0.09431288853
796	0.0942158896
797	0.09404168583
798	0.09385926813
799	0.09374371273
800	0.09362164532
801	0.09359970362
802	0.09347778662
803	0.09333119977
804	0.09327676126
805	0.09312061159
806	0.09296523625
807	0.09280601109
808	0.0926474174
809	0.09256651898
810	0.09240250767
811	0.0922534081
812	0.0921450792
813	0.09199480485
814	0.09189355353
815	0.09177392731
816	0.091621824
817	0.09151284236
818	0.09138170934
819	0.09125497895
820	0.09116849383
821	0.09107135855
822	0.09098756306
823	0.09086147188
824	0.09069546996
825	0.09054065553
826	0.09042635679
827	0.09037143055
828	0.09025395499
829	0.09015488085
830	0.09008030582
831	0.08996195318
832	0.08988370754
833	0.08981245427
834	0.08969983515
835	0.08958921485
836	0.0895015014
837	0.08944023364
838	0.08936610926
839	0.08925627162
840	0.08911976685
841	0.089051778
842	0.08892687247
843	0.08884849328
844	0.08874556238
845	0.0885721672
846	0.08846552746
847	0.0883838334
848	0.08835140178
849	0.0882648222
850	0.08819313031
851	0.08809825902
852	0.08799904589
853	0.08786178326
854	0.08770589807
855	0.0876018274
856	0.08745061075
857	0.08738189547
858	0.08723709368
859	0.08713534875
860	0.08703594588
861	0.08692284061
862	0.08682347969
863	0.08665438337
864	0.0864949928
865	0.08641631631
866	0.08629769496
867	0.08619154047
868	0.08606467319
869	0.08596795498
870	0.08581694911
871	0.08569370431
872	0.08563363944
873	0.08553967613
874	0.08539619101
875	0.08529685674
876	0.08514507609
877	0.08497506056
878	0.08487508111
879	0.08469523233
880	0.08459196957
881	0.08451056639
882	0.08438831809
883	0.08431910086
884	0.08416050552
885	0.0840198891
886	0.08386083144
887	0.08364178788
888	0.08352205799
889	0.08344006164
890	0.08337082338
891	0.08328202252
892	0.08314179217
893	0.08302409451
894	0.08285247656
895	0.08279458403
896	0.08268354481
897	0.08258945764
898	0.08243449677
899	0.08233649249
900	0.08222462689
901	0.08212781691
902	0.08207105978
903	0.08195558373
904	0.0818474428
905	0.08175854578
906	0.08164533044
907	0.08149699642
908	0.08140393122
909	0.08128893789
910	0.08120394554
911	0.08116063829
912	0.0810193273
913	0.08093598073
914	0.08082664392
915	0.08073772093
916	0.08060879037
917	0.08047335393
918	0.08032589273
919	0.08016246184
920	0.0800158332
921	0.07991935623
922	0.07981919606
923	0.0796952132
924	0.07958400502
925	0.0795005523
926	0.0794228603
927	0.07933214602
928	0.07921371131
929	0.07915191703
930	0.07904623987
931	0.07900801437
932	0.07892004374
933	0.07879035219
934	0.07868912194
935	0.07860644566
936	0.07850472993
937	0.07842667687
938	0.07832440956
939	0.07821083525
940	0.07814986386
941	0.07807934751
942	0.07796521441
943	0.0778764504
944	0.07774761073
945	0.07766074278
946	0.07758388103
947	0.0774863666
948	0.07737920078
949	0.07731613243
950	0.07722821559
951	0.07711003927
952	0.07699060655
953	0.07690438419
954	0.07678437988
955	0.07669126645
956	0.07661144966
957	0.07653428582
958	0.07645066144
959	0.07636074526
960	0.07619207121
961	0.07609783105
962	0.07602332389
963	0.0759250323
964	0.07585059899
965	0.07576799337
966	0.0756976408
967	0.07563932214
968	0.07554694302
969	0.07547779819
970	0.07536003944
971	0.07529460242
972	0.07521982622
973	0.07515447015
974	0.07504397137
975	0.07498084297
976	0.07487142379
977	0.07477083853
978	0.07467530972
979	0.07452930821
980	0.07444634466
981	0.07434500359
982	0.07425250222
983	0.07417950573
984	0.0740799732
985	0.07398429236
986	0.07387330886
987	0.07379791417
988	0.07376142083
989	0.07369340434
990	0.07356944986
991	0.07348559832
992	0.07337906182
993	0.07328300344
994	0.07316472888
995	0.07306966702
996	0.07300682586
997	0.07290996795
998	0.07285622795
999	0.07279607662
