iter	Passed	Remaining
356	916	1650
357	922	1653
358	924	1651
359	929	1652
360	932	1649
361	934	1646
362	937	1645
363	940	1642
364	943	1642
365	946	1639
366	949	1637
367	952	1635
368	957	1637
369	960	1636
370	964	1635
371	969	1635
372	971	1632
373	979	1639
374	984	1641
375	987	1639
376	991	1638
377	993	1635
378	997	1634
379	999	1631
380	1002	1628
381	1009	1633
382	1013	1632
383	1015	1629
384	1017	1625
385	1023	1628
386	1025	1624
387	1027	1620
388	1029	1617
389	1031	1613
390	1035	1612
391	1037	1609
392	1039	1605
393	1041	1601
394	1042	1597
395	1044	1593
396	1047	1590
397	1050	1588
398	1051	1583
399	1053	1579
400	1055	1577
401	1057	1573
402	1062	1573
403	1064	1569
404	1066	1566
405	1067	1562
406	1069	1557
407	1070	1553
408	1071	1548
409	1073	1544
410	1076	1542
411	1078	1539
412	1080	1536
413	1082	1532
414	1084	1528
415	1086	1524
416	1088	1522
417	1090	1518
418	1092	1514
419	1094	1510
420	1095	1506
421	1097	1503
422	1098	1498
423	1100	1495
424	1102	1491
425	1104	1487
426	1105	1483
427	1107	1479
428	1108	1476
429	1110	1472
430	1112	1468
431	1116	1467
432	1117	1463
433	1120	1461
434	1123	1458
435	1124	1454
436	1126	1450
437	1127	1447
438	1130	1444
439	1132	1441
440	1133	1437
441	1135	1433
442	1136	1429
443	1138	1425
444	1140	1422
445	1142	1419
446	1146	1417
447	1147	1414
448	1150	1411
449	1152	1409
450	1153	1404
451	1155	1401
452	1158	1398
453	1160	1395
454	1162	1392
455	1164	1388
456	1165	1385
457	1167	1381
458	1171	1380
459	1173	1377
460	1175	1374
461	1177	1371
462	1179	1368
463	1182	1365
464	1185	1363
465	1187	1360
466	1189	1358
467	1191	1354
468	1194	1352
469	1195	1348
470	1198	1346
471	1200	1342
472	1203	1340
473	1204	1337
474	1207	1334
475	1209	1331
476	1214	1331
477	1216	1328
478	1219	1326
479	1221	1323
480	1223	1319
481	1224	1316
482	1227	1313
483	1229	1310
484	1231	1307
485	1233	1304
486	1235	1301
487	1236	1297
488	1238	1293
489	1241	1291
490	1244	1290
491	1247	1287
492	1255	1291
493	1257	1287
494	1259	1284
495	1261	1281
496	1262	1277
497	1264	1274
498	1265	1271
499	1267	1267
500	1270	1265
501	1272	1262
502	1273	1258
503	1276	1256
504	1277	1252
505	1279	1249
506	1281	1246
507	1284	1243
508	1285	1240
509	1287	1237
510	1289	1233
511	1292	1231
512	1293	1228
513	1295	1224
514	1297	1221
515	1299	1218
516	1300	1215
517	1302	1212
518	1304	1208
519	1305	1205
520	1306	1201
521	1308	1198
522	1311	1195
523	1313	1192
524	1315	1189
525	1317	1186
526	1318	1183
527	1320	1180
528	1322	1177
529	1325	1175
530	1326	1171
531	1327	1167
532	1329	1164
533	1331	1161
534	1332	1158
535	1333	1154
536	1335	1151
537	1337	1148
538	1340	1146
539	1342	1143
540	1345	1141
541	1346	1137
542	1348	1134
543	1349	1131
544	1351	1128
545	1353	1125
546	1355	1122
547	1357	1119
548	1358	1116
549	1360	1112
550	1361	1109
551	1363	1106
552	1365	1103
553	1367	1100
554	1369	1098
555	1371	1095
556	1372	1091
557	1374	1088
558	1375	1085
559	1377	1082
560	1379	1079
561	1381	1076
562	1383	1073
563	1385	1070
564	1387	1068
565	1389	1065
566	1390	1062
567	1392	1058
568	1396	1057
569	1398	1054
570	1402	1053
571	1404	1051
572	1406	1047
573	1410	1047
574	1413	1044
575	1415	1041
576	1417	1038
577	1419	1036
578	1423	1034
579	1425	1031
580	1426	1028
581	1427	1025
582	1429	1022
583	1431	1019
584	1432	1016
585	1434	1013
586	1438	1011
587	1441	1009
588	1442	1006
589	1444	1004
590	1446	1001
591	1448	998
592	1453	997
593	1456	995
594	1458	992
595	1459	989
596	1460	986
597	1462	983
598	1464	980
599	1467	978
600	1469	975
601	1471	972
602	1472	969
603	1474	966
604	1476	963
605	1482	963
606	1484	961
607	1486	958
608	1490	956
609	1492	954
610	1494	951
611	1497	949
612	1498	946
613	1500	943
614	1502	940
615	1504	938
616	1508	936
617	1510	933
618	1512	931
619	1514	928
620	1516	925
621	1518	922
622	1522	921
623	1525	919
624	1527	916
625	1528	913
626	1530	910
627	1531	907
628	1533	904
629	1535	901
630	1537	899
631	1539	896
632	1542	894
633	1543	891
634	1545	888
635	1549	886
636	1550	883
637	1553	881
638	1556	879
639	1558	876
640	1562	875
641	1564	872
642	1567	870
643	1569	867
644	1571	864
645	1573	862
646	1574	859
647	1577	856
648	1579	854
649	1580	851
650	1582	848
651	1585	846
652	1589	844
653	1592	842
654	1593	839
655	1599	838
656	1600	835
657	1602	832
658	1604	830
659	1607	827
660	1608	825
661	1610	822
662	1614	820
663	1616	818
664	1619	815
665	1620	812
666	1623	810
667	1625	808
668	1627	805
669	1629	802
670	1630	799
671	1633	797
672	1635	794
673	1637	791
674	1638	788
675	1640	786
676	1641	783
677	1643	780
678	1644	777
679	1647	775
680	1649	772
681	1653	770
682	1654	767
683	1656	765
684	1657	762
685	1659	759
686	1661	757
687	1664	754
688	1665	751
689	1667	749
690	1669	746
691	1670	743
692	1671	740
693	1673	737
694	1676	735
695	1677	732
696	1680	730
697	1681	727
698	1683	725
699	1685	722
700	1687	719
701	1689	717
702	1691	714
703	1693	712
704	1694	709
705	1696	706
706	1698	703
707	1699	700
708	1701	698
709	1703	695
710	1705	693
711	1707	690
712	1709	688
713	1710	685
714	1712	682
715	1714	679
716	1717	677
717	1720	675
718	1722	673
719	1724	670
720	1726	668
721	1728	665
722	1731	663
723	1733	660
724	1735	658
725	1736	655
726	1738	652
727	1740	650
728	1742	647
729	1745	645
730	1748	643
731	1750	640
732	1751	638
733	1753	635
734	1756	633
735	1759	630
736	1761	628
737	1763	625
738	1765	623
739	1767	620
740	1768	618
741	1773	616
742	1773	613
743	1775	610
744	1777	608
745	1779	605
746	1781	603
747	1785	601
748	1788	599
749	1790	596
750	1792	594
751	1794	591
752	1795	589
753	1799	586
754	1800	584
755	1802	581
756	1805	579
757	1806	576
758	1808	574
759	1809	571
760	1813	569
761	1816	567
762	1817	564
763	1819	562
764	1821	559
765	1823	557
766	1825	554
767	1827	552
768	1830	549
769	1832	547
770	1834	544
771	1835	542
772	1837	539
773	1839	537
774	1842	535
775	1844	532
776	1847	530
777	1848	527
778	1851	525
779	1853	522
780	1859	521
781	1861	519
782	1864	516
783	1866	514
784	1867	511
785	1869	509
786	1872	506
787	1875	504
788	1878	502
789	1881	500
790	1885	498
791	1886	495
792	1888	492
793	1890	490
794	1892	487
795	1893	485
796	1895	482
797	1898	480
798	1900	478
799	1902	475
800	1903	472
801	1905	470
802	1907	467
803	1908	465
804	1911	463
805	1916	461
806	1918	458
807	1921	456
808	1923	454
809	1927	452
810	1929	449
811	1931	447
812	1933	444
813	1935	442
814	1937	439
815	1939	437
816	1942	434
817	1943	432
818	1945	430
819	1950	428
820	1951	425
821	1955	423
822	1957	420
823	1959	418
824	1960	415
825	1962	413
826	1964	410
827	1965	408
828	1968	406
829	1970	403
830	1972	401
831	1973	398
832	1976	396
833	1978	393
834	1979	391
835	1981	388
836	1984	386
837	1986	384
838	1988	381
839	1990	379
840	1993	376
841	1994	374
842	1996	371
843	1998	369
844	2000	366
845	2002	364
846	2004	362
847	2005	359
848	2007	357
849	2009	354
850	2012	352
851	2014	349
852	2016	347
853	2019	345
854	2021	342
855	2023	340
856	2026	338
857	2028	335
858	2030	333
859	2036	331
860	2039	329
861	2041	326
862	2042	324
863	2045	321
864	2046	319
865	2048	316
866	2050	314
867	2052	312
868	2054	309
869	2057	307
870	2059	305
871	2061	302
872	2063	300
873	2064	297
874	2067	295
875	2069	292
876	2072	290
877	2074	288
878	2076	285
879	2078	283
880	2085	281
881	2088	279
882	2090	276
883	2092	274
884	2094	272
885	2097	269
886	2099	267
887	2101	265
888	2103	262
889	2105	260
890	2106	257
891	2108	255
892	2112	253
893	2114	250
894	2115	248
895	2117	245
896	2119	243
897	2120	240
898	2125	238
899	2129	236
900	2131	234
901	2133	231
902	2135	229
903	2137	227
904	2140	224
905	2142	222
906	2144	219
907	2146	217
908	2148	215
909	2155	213
910	2160	211
911	2162	208
912	2165	206
913	2169	204
914	2172	201
915	2175	199
916	2177	197
917	2180	194
918	2182	192
919	2185	190
920	2199	188
921	2201	186
922	2203	183
923	2206	181
924	2210	179
925	2213	176
926	2214	174
927	2217	172
928	2222	169
929	2225	167
930	2226	165
931	2228	162
932	2231	160
933	2233	157
934	2238	155
935	2241	153
936	2243	150
937	2247	148
938	2249	146
939	2253	143
940	2256	141
941	2260	139
942	2264	136
943	2267	134
944	2271	132
945	2274	129
946	2275	127
947	2280	125
948	2282	122
949	2290	120
950	2292	118
951	2296	115
952	2298	113
953	2301	110
954	2303	108
955	2306	106
956	2308	103
957	2311	101
958	2314	98
959	2315	96
960	2317	94
961	2322	91
962	2329	89
963	2333	87
964	2337	84
965	2340	82
966	2343	79
967	2346	77
968	2350	75
969	2353	72
970	2356	70
971	2358	67
972	2363	65
973	2366	63
974	2368	60
975	2371	58
976	2374	55
977	2376	53
978	2381	51
979	2383	48
980	2386	46
981	2393	43
982	2399	41
983	2401	39
984	2407	36
985	2409	34
986	2411	31
987	2412	29
988	2415	26
989	2421	24
990	2423	22
991	2425	19
992	2426	17
993	2428	14
994	2432	12
995	2434	9
996	2436	7
997	2439	4
998	2440	2
999	2442	0
