,url
715,https://www.goodreads.com//book/show/210197.Spirit_Gate
716,https://www.goodreads.com//book/show/865.The_Alchemist
717,https://www.goodreads.com//book/show/92846.Antrax
718,https://www.goodreads.com//book/show/60145.Elric
719,https://www.goodreads.com//book/show/1442267.Elric_at_the_End_of_Time
720,https://www.goodreads.com//book/show/84950.Blood_and_Memory
721,https://www.goodreads.com//book/show/30981718-the-starbirth-assignment
722,https://www.goodreads.com//book/show/91477.Fool_Moon
723,https://www.goodreads.com//book/show/35068705-the-poppy-war
724,https://www.goodreads.com//book/show/15557.Jarka_Ruus
725,https://www.goodreads.com//book/show/90619.Little_Big
726,https://www.goodreads.com//book/show/151242.Titus_Alone
727,https://www.goodreads.com//book/show/32867216-shadow-team-gb
728,https://www.goodreads.com//book/show/91475.White_Night
729,https://www.goodreads.com//book/show/18966806-morning-star
730,https://www.goodreads.com//book/show/41637836-the-subtle-knife
731,https://www.goodreads.com//book/show/618176.The_Illearth_War
732,https://www.goodreads.com//book/show/57042.The_Faded_Sun_Trilogy
733,https://www.goodreads.com//book/show/34499.Sourcery
734,https://www.goodreads.com//book/show/15703770-the-runaway-king
735,https://www.goodreads.com//book/show/252969.Majipoor_Chronicles
736,https://www.goodreads.com//book/show/15746960-rogues-in-hell
737,https://www.goodreads.com//book/show/22867.A_Man_Rides_Through
738,https://www.goodreads.com//book/show/35427101-tempus-unbound
739,https://www.goodreads.com//book/show/1232.The_Shadow_of_the_Wind
740,https://www.goodreads.com//book/show/22605657-poets-in-hell
741,https://www.goodreads.com//book/show/7402393-nightshade
742,https://www.goodreads.com//book/show/18881.The_Malloreon_Vol_1
743,https://www.goodreads.com//book/show/12974372-a-natural-history-of-dragons
744,https://www.goodreads.com//book/show/32718027-the-city-of-brass
745,https://www.goodreads.com//book/show/7839024-seer-of-sevenwaters
746,https://www.goodreads.com//book/show/47956.Daughter_of_the_Blood
747,https://www.goodreads.com//book/show/61887.The_Hallowed_Hunt
748,https://www.goodreads.com//book/show/455219.The_Mabinogion
749,https://www.goodreads.com//book/show/492490.The_Song_of_the_Lioness_Quartet
750,https://www.goodreads.com//book/show/47601.The_Dalemark_Quartet
751,https://www.goodreads.com//book/show/2386455.Watcher_of_the_Dead
752,https://www.goodreads.com//book/show/5038.The_Pillars_of_Creation
753,https://www.goodreads.com//book/show/31450852-tower-of-dawn
754,https://www.goodreads.com//book/show/33835.When_True_Night_Falls
755,https://www.goodreads.com//book/show/11559200-shadow-of-night
756,https://www.goodreads.com//book/show/219220.Mordant_s_Need
757,https://www.goodreads.com//book/show/28187.The_Lightning_Thief
758,https://www.goodreads.com//book/show/5321699-the-twelve-kingdoms
759,https://www.goodreads.com//book/show/568092.Dark_Moon
760,https://www.goodreads.com//book/show/6586456-naamah-s-curse
761,https://www.goodreads.com//book/show/104088.The_Wandering_Fire
762,https://www.goodreads.com//book/show/187065.New_Spring
763,https://www.goodreads.com//book/show/40992.Shadow_Claw
764,https://www.goodreads.com//book/show/384962.White_Wolf
765,https://www.goodreads.com//book/show/37907938-orope---the-white-snake
766,https://www.goodreads.com//book/show/15771846-mage-s-blood
767,https://www.goodreads.com//book/show/29187.Time_of_the_Twins
768,https://www.goodreads.com//book/show/133460.The_Phoenix_Guards
769,https://www.goodreads.com//book/show/74273.Traitor_s_Moon
770,https://www.goodreads.com//book/show/133664.Academ_s_Fury
771,https://www.goodreads.com//book/show/28247.Voice_of_the_Gods
772,https://www.goodreads.com//book/show/15954540-the-wretched-of-muirwood
773,https://www.goodreads.com//book/show/25451852-dawn-of-wonder
774,https://www.goodreads.com//book/show/158736.Cugel_s_Saga
775,https://www.goodreads.com//book/show/144113.Sons_of_the_Oak
776,https://www.goodreads.com//book/show/6765788-the-last-stormlord
777,https://www.goodreads.com//book/show/26114463-nevernight
778,https://www.goodreads.com//book/show/554774.The_Dark_Tide
779,https://www.goodreads.com//book/show/1064084.A_Voyage_to_Arcturus
780,https://www.goodreads.com//book/show/34504.Wyrd_Sisters
781,https://www.goodreads.com//book/show/613994.The_Legend_of_Deathwalker
782,https://www.goodreads.com//book/show/399378.Elric
783,https://www.goodreads.com//book/show/3531469-lamentation
784,https://www.goodreads.com//book/show/6691426-angelology
785,https://www.goodreads.com//book/show/153781.Magic_Steps
786,https://www.goodreads.com//book/show/219205.Lord_Foul_s_Bane
787,https://www.goodreads.com//book/show/20252.House_Corrino
788,https://www.goodreads.com//book/show/28274.The_Darksword_Trilogy
789,https://www.goodreads.com//book/show/6370163-woman-of-honor
790,https://www.goodreads.com//book/show/13062645-poseidon-s-children
791,https://www.goodreads.com//book/show/833425.Men_at_Arms
792,https://www.goodreads.com//book/show/2986865-eon
793,https://www.goodreads.com//book/show/24735165-tears-of-joy
794,https://www.goodreads.com//book/show/25389017-what-remains-of-heroes
795,https://www.goodreads.com//book/show/25155747-kings-or-pawns
796,https://www.goodreads.com//book/show/25655627-the-phoenix-gate
797,https://www.goodreads.com//book/show/30975102
798,https://www.goodreads.com//book/show/32796164-of-life-and-love
799,https://www.goodreads.com//book/show/35831195-magium
800,https://www.goodreads.com//book/show/37786729-the-shaman-s-apprentice
801,https://www.goodreads.com//book/show/42605271-the-shadow-kingdom
802,https://www.goodreads.com//book/show/43228184-shalmar
803,https://www.goodreads.com//book/show/51106881-elrich
804,https://www.goodreads.com//book/show/46033671-the-legends-of-eve
805,https://www.goodreads.com//book/show/17182126-steelheart
806,https://www.goodreads.com//book/show/55160645-a-dance-for-the-gods
807,https://www.goodreads.com//book/show/56956053-the-high-auction
808,https://www.goodreads.com//book/show/6338487-the-fourth-queen
809,https://www.goodreads.com//book/show/11375883-the-steel-queen
810,https://www.goodreads.com//book/show/74275.Stalking_Darkness
811,https://www.goodreads.com//book/show/29877833-three-wells-of-the-sea
812,https://www.goodreads.com//book/show/42670760-kargaroth
813,https://www.goodreads.com//book/show/43808494-the-tales-of-the-magic-piano
814,https://www.goodreads.com//book/show/44062503-1--
815,https://www.goodreads.com//book/show/55375798-space-taxis
816,https://www.goodreads.com//book/show/20253.House_Harkonnen
817,https://www.goodreads.com//book/show/15787712-the-estian-alliance
818,https://www.goodreads.com//book/show/38079.The_Language_of_Stones
819,https://www.goodreads.com//book/show/12309573-eyes-of-the-keep
820,https://www.goodreads.com//book/show/6316821-first-lord-s-fury
821,https://www.goodreads.com//book/show/17306681-thread-slivers
822,https://www.goodreads.com//book/show/7913779-dawnsinger
823,https://www.goodreads.com//book/show/19055068-churning-waters
824,https://www.goodreads.com//book/show/257321.Stronghold
825,https://www.goodreads.com//book/show/18325148-songs-in-the-year-of-the-cat
826,https://www.goodreads.com//book/show/35488914-city-of-vikings
827,https://www.goodreads.com//book/show/2550219.The_Singing
828,https://www.goodreads.com//book/show/1961496.To_Ride_Hell_s_Chasm
829,https://www.goodreads.com//book/show/478951.The_Bonehunters
830,https://www.goodreads.com//book/show/56571234-the-cheat-code
831,https://www.goodreads.com//book/show/201342.Mattimeo
832,https://www.goodreads.com//book/show/34507.Equal_Rites
833,https://www.goodreads.com//book/show/65112.The_End
834,https://www.goodreads.com//book/show/7747374-i-am-number-four
835,https://www.goodreads.com//book/show/6888748-dark-lady-s-chosen
836,https://www.goodreads.com//book/show/56571010-the-oldest-dance
837,https://www.goodreads.com//book/show/57491471-wil-o-wish
838,https://www.goodreads.com//book/show/18478915-everlasting
839,https://www.goodreads.com//book/show/28176378-the-willow-branch
840,https://www.goodreads.com//book/show/16083255-dark-pursuit
841,https://www.goodreads.com//book/show/172734.DragonSpell
842,https://www.goodreads.com//book/show/34529.Lords_and_Ladies
843,https://www.goodreads.com//book/show/13980.Sanctuary
844,https://www.goodreads.com//book/show/189802.Belgarath_the_Sorcerer
845,https://www.goodreads.com//book/show/827612.The_Battle_of_Evernight
846,https://www.goodreads.com//book/show/264068.The_Fathomless_Caves
847,https://www.goodreads.com//book/show/23524878-ruin
848,https://www.goodreads.com//book/show/33237983-the-crimson-queen
849,https://www.goodreads.com//book/show/29103028-the-queen-s-poisoner
850,https://www.goodreads.com//book/show/2161614.Evil_for_Evil
851,https://www.goodreads.com//book/show/13996.Alta
852,https://www.goodreads.com//book/show/28668.Ships_of_Merior
853,https://www.goodreads.com//book/show/57687.The_Gilded_Chain
854,https://www.goodreads.com//book/show/17236208-a-shadow-on-the-land
855,https://www.goodreads.com//book/show/17727308-cobweb-bride
856,https://www.goodreads.com//book/show/7846322-the-westward-journey-of-the-nebraskan-wind
857,https://www.goodreads.com//book/show/202544.Devices_and_Desires
858,https://www.goodreads.com//book/show/41865.Twilight
859,https://www.goodreads.com//book/show/38709.Holes
860,https://www.goodreads.com//book/show/13659.Tales_from_Earthsea
861,https://www.goodreads.com//book/show/22381326-half-a-war
862,https://www.goodreads.com//book/show/602467.Nobody_s_Son
863,https://www.goodreads.com//book/show/7815817-the-emerald-storm
864,https://www.goodreads.com//book/show/6323302-the-complete-circle-series
865,https://www.goodreads.com//book/show/93768.War_of_the_Twins
866,https://www.goodreads.com//book/show/13589152-the-hunters
867,https://www.goodreads.com//book/show/21416690-the-invisible-library
868,https://www.goodreads.com//book/show/7576115-i-shall-wear-midnight
869,https://www.goodreads.com//book/show/28665.Fugitive_Prince
870,https://www.goodreads.com//book/show/517115.Convergence
871,https://www.goodreads.com//book/show/40158.The_Queen_of_Attolia
872,https://www.goodreads.com//book/show/110693.The_Elder_Gods
873,https://www.goodreads.com//book/show/10582479-mad-shadows
874,https://www.goodreads.com//book/show/13626.Zimiamvia
875,https://www.goodreads.com//book/show/450694.Bridge_of_Souls
876,https://www.goodreads.com//book/show/285098.The_Treasured_One
877,https://www.goodreads.com//book/show/176268.Dragonsbane
878,https://www.goodreads.com//book/show/110688.Crystal_Gorge
879,https://www.goodreads.com//book/show/17608111-the-crimson-campaign
880,https://www.goodreads.com//book/show/6276644-gerechter-zorn
881,https://www.goodreads.com//book/show/12771387-scriber
882,https://www.goodreads.com//book/show/18880.The_Younger_Gods
883,https://www.goodreads.com//book/show/8862170-the-castings-trilogy
884,https://www.goodreads.com//book/show/2917816-heir-to-sevenwaters
885,https://www.goodreads.com//book/show/1569097.The_Darkangel_Trilogy
886,https://www.goodreads.com//book/show/1476344.The_Blood_King
887,https://www.goodreads.com//book/show/26032825-the-cruel-prince
888,https://www.goodreads.com//book/show/8965893-blood-of-adoria
889,https://www.goodreads.com//book/show/28691.To_Green_Angel_Tower
890,https://www.goodreads.com//book/show/22755233-embers
891,https://www.goodreads.com//book/show/21066604-half-the-world
892,https://www.goodreads.com//book/show/66691.Dissolution
893,https://www.goodreads.com//book/show/153218.The_Uncrowned_King
894,https://www.goodreads.com//book/show/9565574-grave-dance
895,https://www.goodreads.com//book/show/104091.Lord_of_Emperors
896,https://www.goodreads.com//book/show/534415.Dragons_of_Summer_Flame
897,https://www.goodreads.com//book/show/36135227-city-at-the-edge-of-time
898,https://www.goodreads.com//book/show/153223.The_Sun_Sword
899,https://www.goodreads.com//book/show/40961427-1984
900,https://www.goodreads.com//book/show/818867.Auralia_s_Colors
901,https://www.goodreads.com//book/show/1096473.The_Last_of_the_Renshai
902,https://www.goodreads.com//book/show/11097903-the-short-second-life-of-bree-tanner
903,https://www.goodreads.com//book/show/537148.The_Gap_Into_Ruin
904,https://www.goodreads.com//book/show/36371450-storm-seed
905,https://www.goodreads.com//book/show/44778083-house-of-earth-and-blood
906,https://www.goodreads.com//book/show/1385783.The_Hidden_City
907,https://www.goodreads.com//book/show/3660718-the-stolen-lake
908,https://www.goodreads.com//book/show/385742.Gregor_and_the_Prophecy_of_Bane
909,https://www.goodreads.com//book/show/6472451-ash
910,https://www.goodreads.com//book/show/35959740-circe
911,https://www.goodreads.com//book/show/385706.Gregor_and_the_Curse_of_the_Warmbloods
912,https://www.goodreads.com//book/show/12954620-falling-kingdoms
913,https://www.goodreads.com//book/show/19063.The_Book_Thief
914,https://www.goodreads.com//book/show/116445.Dies_the_Fire
915,https://www.goodreads.com//book/show/6324090-alice-s-adventures-in-wonderland
916,https://www.goodreads.com//book/show/846412.Beyond_Wizardwall
917,https://www.goodreads.com//book/show/28385685-free-the-darkness
918,https://www.goodreads.com//book/show/78411.The_Bad_Beginning
919,https://www.goodreads.com//book/show/37903770-norse-mythology
920,https://www.goodreads.com//book/show/16299991-a-quest-of-heroes
921,https://www.goodreads.com//book/show/47957.Heir_to_the_Shadows
922,https://www.goodreads.com//book/show/16000044-rebel-spring
923,https://www.goodreads.com//book/show/174648.The_Books_of_Great_Alta
924,https://www.goodreads.com//book/show/12027429-scent-of-magic
925,https://www.goodreads.com//book/show/47959.Queen_of_the_Darkness
926,https://www.goodreads.com//book/show/456028.Red
927,https://www.goodreads.com//book/show/11236353-the-dread
928,https://www.goodreads.com//book/show/1082163.White_Gold_Wielder
929,https://www.goodreads.com//book/show/17671897-seven-forges
930,https://www.goodreads.com//book/show/437782.The_Soul_Weaver
931,https://www.goodreads.com//book/show/144112.Brotherhood_of_the_Wolf
932,https://www.goodreads.com//book/show/415463.Dragonworld
933,https://www.goodreads.com//book/show/1290241.The_Storm_Lord
934,https://www.goodreads.com//book/show/479519.The_Light_Bearer
935,https://www.goodreads.com//book/show/2112756.Cirque_Du_Freak
936,https://www.goodreads.com//book/show/8531539-the-sworn
937,https://www.goodreads.com//book/show/189835.The_Malloreon_Boxed_Set
938,https://www.goodreads.com//book/show/780866.Requiem_for_the_Sun
939,https://www.goodreads.com//book/show/3840040-dark-haven
940,https://www.goodreads.com//book/show/10852343-stormdancer
941,https://www.goodreads.com//book/show/14061955-siege-and-storm
942,https://www.goodreads.com//book/show/688191.Everlost
943,https://www.goodreads.com//book/show/18130.A_Wind_in_the_Door
944,https://www.goodreads.com//book/show/47954.The_Invisible_Ring
945,https://www.goodreads.com//book/show/71811.Moon_Called
946,https://www.goodreads.com//book/show/176867.Elvenborn
947,https://www.goodreads.com//book/show/15568.The_Druid_of_Shannara
948,https://www.goodreads.com//book/show/185448.Taliesin_Merlin_Arthur
949,https://www.goodreads.com//book/show/47990.Jingo
950,https://www.goodreads.com//book/show/6752378-city-of-fallen-angels
951,https://www.goodreads.com//book/show/568102.Winter_Warriors
952,https://www.goodreads.com//book/show/14812.The_Sword_of_Angels
953,https://www.goodreads.com//book/show/142885.Pilgrim
954,https://www.goodreads.com//book/show/317613.The_Devil_s_Armor
955,https://www.goodreads.com//book/show/37173847-foundryside
956,https://www.goodreads.com//book/show/6202861-a-princess-of-landover
957,https://www.goodreads.com//book/show/24683898-the-death-of-dulgath
958,https://www.goodreads.com//book/show/11698192-thinblade
959,https://www.goodreads.com//book/show/437785.Daughter_of_Ancients
960,https://www.goodreads.com//book/show/2485836.Return_of_the_Crimson_Guard
961,https://www.goodreads.com//book/show/68378.Dragons_of_Spring_Dawning
962,https://www.goodreads.com//book/show/1251979.Hawkwood_s_Voyage
963,https://www.goodreads.com//book/show/882258.Night_s_Master
964,https://www.goodreads.com//book/show/1886177.Dragonflight
965,https://www.goodreads.com//book/show/29946.Illusions
966,https://www.goodreads.com//book/show/429883.The_Hidden_City
967,https://www.goodreads.com//book/show/673657.Guardians_of_the_West
968,https://www.goodreads.com//book/show/632622.Beyond_Ragnarok
969,https://www.goodreads.com//book/show/258340.Knights_of_Dark_Renown
970,https://www.goodreads.com//book/show/784086.Deryni_Checkmate
971,https://www.goodreads.com//book/show/22896.Practical_Magic
972,https://www.goodreads.com//book/show/6310.Charlie_and_the_Chocolate_Factory
973,https://www.goodreads.com//book/show/147842.The_High_King_s_Tomb
974,https://www.goodreads.com//book/show/17879131-the-heresy-within
975,https://www.goodreads.com//book/show/22886868-the-shepherd-s-crown
976,https://www.goodreads.com//book/show/23454.Dragons_of_Winter_Night
977,https://www.goodreads.com//book/show/91478.Summer_Knight
978,https://www.goodreads.com//book/show/142884.Crusader
979,https://www.goodreads.com//book/show/177434.A_Time_of_Exile
980,https://www.goodreads.com//book/show/13630171-the-skull-throne
981,https://www.goodreads.com//book/show/1002736.The_Magic_Goes_Away
982,https://www.goodreads.com//book/show/973578.The_Gandalara_Cycle_I
983,https://www.goodreads.com//book/show/7932486-the-wheel-of-time-series-by-robert-jordan
984,https://www.goodreads.com//book/show/32627.Everville
985,https://www.goodreads.com//book/show/291354.The_Ruby_Knight
986,https://www.goodreads.com//book/show/40223.Kushiel_s_Avatar
987,https://www.goodreads.com//book/show/257149.Lord_of_the_Silver_Bow
988,https://www.goodreads.com//book/show/7440010-magic-thief
989,https://www.goodreads.com//book/show/355919.Septimus_Heap_Box_Set
990,https://www.goodreads.com//book/show/91965.The_Charnel_Prince
991,https://www.goodreads.com//book/show/18877.The_Warrior_Prophet
992,https://www.goodreads.com//book/show/232035.Sinner
993,https://www.goodreads.com//book/show/10203031-ascend
994,https://www.goodreads.com//book/show/817216.Crewel_Lye
995,https://www.goodreads.com//book/show/17315.Oath_of_Swords
996,https://www.goodreads.com//book/show/1539021.Anackire
997,https://www.goodreads.com//book/show/517104.Competitions
998,https://www.goodreads.com//book/show/15547.Magic_Kingdom_for_Sale_Sold
999,https://www.goodreads.com//book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
1000,https://www.goodreads.com//book/show/40217.Kushiel_s_Justice
1001,https://www.goodreads.com//book/show/12223482-age-of-the-five-trilogy
1002,https://www.goodreads.com//book/show/44011.Shield_of_Thunder
1003,https://www.goodreads.com//book/show/24876258-the-aeronaut-s-windlass
1004,https://www.goodreads.com//book/show/39340341-kingdom-of-ash
1005,https://www.goodreads.com//book/show/44652.Fablehaven
1006,https://www.goodreads.com//book/show/64216.Guards_Guards_
1007,https://www.goodreads.com//book/show/517106.Challenges
1008,https://www.goodreads.com//book/show/28246.Last_of_the_Wilds
1009,https://www.goodreads.com//book/show/870807.Fall_of_Kings
1010,https://www.goodreads.com//book/show/711854.Betrayals
1011,https://www.goodreads.com//book/show/7983.Salamandastron
1012,https://www.goodreads.com//book/show/264067.The_Cursed_Towers
1013,https://www.goodreads.com//book/show/7294820-kushiel-s-mercy
1014,https://www.goodreads.com//book/show/13931.Foxmask
1015,https://www.goodreads.com//book/show/144110.The_Lair_of_Bones
1016,https://www.goodreads.com//book/show/9540084-dragon-rider
1017,https://www.goodreads.com//book/show/66693.The_Crystal_Shard
1018,https://www.goodreads.com//book/show/711853.Prophecy
1019,https://www.goodreads.com//book/show/32626.Books_of_Blood
1020,https://www.goodreads.com//book/show/153780.Trickster_s_Queen
1021,https://www.goodreads.com//book/show/125955.White
1022,https://www.goodreads.com//book/show/290628.The_Darkest_Road
1023,https://www.goodreads.com//book/show/40893.Madouc
1024,https://www.goodreads.com//book/show/66692.Streams_of_Silver
1025,https://www.goodreads.com//book/show/102805.A_Quest_for_Simbilis
1026,https://www.goodreads.com//book/show/13101761-bitter-greens
1027,https://www.goodreads.com//book/show/3556419-curse-the-dawn
1028,https://www.goodreads.com//book/show/7150766-bewitched-betrayed
1029,https://www.goodreads.com//book/show/68396.The_Halfling_s_Gem
1030,https://www.goodreads.com//book/show/295184.The_Wind_on_Fire_Trilogy
1031,https://www.goodreads.com//book/show/15161.The_Ladies_of_Grace_Adieu_and_Other_Stories
1032,https://www.goodreads.com//book/show/11774295-the-shadowed-sun
1033,https://www.goodreads.com//book/show/110694.The_Seeress_of_Kell
1034,https://www.goodreads.com//book/show/12216302-cold-days
1035,https://www.goodreads.com//book/show/10806602-the-knights-of-the-dawn-king
1036,https://www.goodreads.com//book/show/9517560-paths-of-intimate-contention
1037,https://www.goodreads.com//book/show/11421250-fairy-circle
1038,https://www.goodreads.com//book/show/11752641-in-shades-of-grey
1039,https://www.goodreads.com//book/show/11250674-wander-dust
1040,https://www.goodreads.com//book/show/11411118-shadows
1041,https://www.goodreads.com//book/show/6760596-the-constant-travellers
1042,https://www.goodreads.com//book/show/11179831-the-coming-storm
1043,https://www.goodreads.com//book/show/14742890-the-immortal
1044,https://www.goodreads.com//book/show/16041031-the-heart-of-arcrea
1045,https://www.goodreads.com//book/show/13643416-the-goddess-s-choice
1046,https://www.goodreads.com//book/show/15732760-epic
1047,https://www.goodreads.com//book/show/7056921-tuatha-and-the-seven-sisters-moon
1048,https://www.goodreads.com//book/show/17697966-bloodstone
1049,https://www.goodreads.com//book/show/17561160-the-screaming-codpiece
1050,https://www.goodreads.com//book/show/18582230-the-hidden-icon
1051,https://www.goodreads.com//book/show/18692094-the-hundred
1052,https://www.goodreads.com//book/show/18491274-danyrogof-deep
1053,https://www.goodreads.com//book/show/19105858-wrath-of-the-creator
1054,https://www.goodreads.com//book/show/18714830-war-of-wings
1055,https://www.goodreads.com//book/show/13616087-the-chosen-one
1056,https://www.goodreads.com//book/show/153800.Lady_Knight
1057,https://www.goodreads.com//book/show/18248512-blades-of-the-old-empire
1058,https://www.goodreads.com//book/show/13530224-protector
1059,https://www.goodreads.com//book/show/22616552-angelwood-kings-queens
1060,https://www.goodreads.com//book/show/22863272-the-fifth-vertex
1061,https://www.goodreads.com//book/show/23589357-adversaries-together
1062,https://www.goodreads.com//book/show/24300246-the-guardian-s-grimoire
1063,https://www.goodreads.com//book/show/28185621-merlinsky
1064,https://www.goodreads.com//book/show/27983350-dragons-return
1065,https://www.goodreads.com//book/show/28788699-the-paladins-of-naretia
1066,https://www.goodreads.com//book/show/30230705-the-tales-of-iryvalya
1067,https://www.goodreads.com//book/show/34209372-the-weaver-of-odds
1068,https://www.goodreads.com//book/show/18137087-odinsbarn
1069,https://www.goodreads.com//book/show/25251157-the-last-grand-master
1070,https://www.goodreads.com//book/show/40376341-half-breed
1071,https://www.goodreads.com//book/show/40172073-black-creek
1072,https://www.goodreads.com//book/show/43212281-matthias-and-the-shadow
1073,https://www.goodreads.com//book/show/43634959-elementals
1074,https://www.goodreads.com//book/show/43594543-the-voyages-of-trueblood-cay
1075,https://www.goodreads.com//book/show/45435054-dorothy-in-the-land-of-monsters
1076,https://www.goodreads.com//book/show/49933253-behind-the-dragon-s-veil
1077,https://www.goodreads.com//book/show/43263411-upon-the-flight-of-the-queen
1078,https://www.goodreads.com//book/show/50860975-the-school-for-humans
1079,https://www.goodreads.com//book/show/18512.The_Return_of_the_King
1080,https://www.goodreads.com//book/show/53575613-shattered-kingdom
1081,https://www.goodreads.com//book/show/56100434-the-theft-of-the-ayn-noor
1082,https://www.goodreads.com//book/show/54205045-tempest-of-bravoure
1083,https://www.goodreads.com//book/show/144116.Worldbinder
1084,https://www.goodreads.com//book/show/10851970-oliver-caine-s-in-trouble-again
1085,https://www.goodreads.com//book/show/10834397-awaken-me
1086,https://www.goodreads.com//book/show/12985739-the-keeper-of-the-stones
1087,https://www.goodreads.com//book/show/16126383-dragon
1088,https://www.goodreads.com//book/show/17399160-snow-like-ashes
1089,https://www.goodreads.com//book/show/16100410-the-pale-hand-of-god
1090,https://www.goodreads.com//book/show/17800679-broken-aro
1091,https://www.goodreads.com//book/show/13588846-wied-min
1092,https://www.goodreads.com//book/show/18400770-attrition
1093,https://www.goodreads.com//book/show/22310463-elaenorh
1094,https://www.goodreads.com//book/show/23812775-the-soul-throne-chronicles
1095,https://www.goodreads.com//book/show/33260689-the-devil-s-advocate
1096,https://www.goodreads.com//book/show/35010346-the-sword-to-unite
1097,https://www.goodreads.com//book/show/36543151-fire-ice
1098,https://www.goodreads.com//book/show/32661803-fire-ice
1099,https://www.goodreads.com//book/show/227454.The_Legacy
1100,https://www.goodreads.com//book/show/22628.The_Perks_of_Being_a_Wallflower
1101,https://www.goodreads.com//book/show/6304335-beautiful-creatures
1102,https://www.goodreads.com//book/show/25434542-first-magyc
1103,https://www.goodreads.com//book/show/43181675-deep-world-blood
1104,https://www.goodreads.com//book/show/23444482-the-traitor-baru-cormorant
1105,https://www.goodreads.com//book/show/13606393-sora-s-quest
1106,https://www.goodreads.com//book/show/21563710-to-journey-in-the-year-of-the-tiger
1107,https://www.goodreads.com//book/show/21564028-to-walk-in-the-way-of-lions
1108,https://www.goodreads.com//book/show/17883588-shroud-of-darkness
1109,https://www.goodreads.com//book/show/23572569-hell-is-coming
1110,https://www.goodreads.com//book/show/25216862-winterfinding
1111,https://www.goodreads.com//book/show/286507.Demon_Lord_of_Karanda
1112,https://www.goodreads.com//book/show/36483800-a-sky-of-shattered-stars
1113,https://www.goodreads.com//book/show/35300241-scourge
1114,https://www.goodreads.com//book/show/40397364-the-time-before-the-moon
1115,https://www.goodreads.com//book/show/36225135-city-of-lies
1116,https://www.goodreads.com//book/show/42201395-sorcery-of-thorns
1117,https://www.goodreads.com//book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them
1118,https://www.goodreads.com//book/show/49629717-plague-of-witches
1119,https://www.goodreads.com//book/show/52405053-shadow-of-the-conqueror
1120,https://www.goodreads.com//book/show/52786359-a-cry-to-war
1121,https://www.goodreads.com//book/show/55616375-spintec-torul-sor-ii
1122,https://www.goodreads.com//book/show/28537.The_Dragon_s_Son
1123,https://www.goodreads.com//book/show/2141381.Los_d_as_de_la_sombra
1124,https://www.goodreads.com//book/show/669541.La_espada_de_fuego
1125,https://www.goodreads.com//book/show/12900806-lichgates
1126,https://www.goodreads.com//book/show/137627.Rules_of_Ascension
1127,https://www.goodreads.com//book/show/17372348-the-dark-arm-of-god
1128,https://www.goodreads.com//book/show/21562408-the-king-s-throne
1129,https://www.goodreads.com//book/show/18667112-the-copper-promise
1130,https://www.goodreads.com//book/show/20560618-stone-angels
1131,https://www.goodreads.com//book/show/179064.The_Goose_Girl
1132,https://www.goodreads.com//book/show/38746411-finding-magic
1133,https://www.goodreads.com//book/show/32768522-carry-on
1134,https://www.goodreads.com//book/show/41952489-the-rage-of-dragons
1135,https://www.goodreads.com//book/show/12126366-the-wiccan-diaries
1136,https://www.goodreads.com//book/show/11137919-the-elf-girl
1137,https://www.goodreads.com//book/show/6568326-city-of-rogues
1138,https://www.goodreads.com//book/show/38077.The_Giants_Dance
1139,https://www.goodreads.com//book/show/6308379-the-child-thief
1140,https://www.goodreads.com//book/show/10355335-prophecy-of-the-guardian
1141,https://www.goodreads.com//book/show/20872373-bloodlust
1142,https://www.goodreads.com//book/show/18044836-shardfall
1143,https://www.goodreads.com//book/show/50631388-pernicious
1144,https://www.goodreads.com//book/show/4618801-the-poison-throne
1145,https://www.goodreads.com//book/show/13397133-blood-divided
1146,https://www.goodreads.com//book/show/2310956.Armed_Magical
1147,https://www.goodreads.com//book/show/17404703-the-first-pillar
1148,https://www.goodreads.com//book/show/14290927-the-sword-of-righteousness-guardian-of-the-seventh-realm-4
1149,https://www.goodreads.com//book/show/24780.The_Book_of_Three
1150,https://www.goodreads.com//book/show/22091081-the-warden-and-the-wolf-king
1151,https://www.goodreads.com//book/show/49890.Avalon
1152,https://www.goodreads.com//book/show/1748625.Flight_to_Eden
1153,https://www.goodreads.com//book/show/26705917-lesser-evil
1154,https://www.goodreads.com//book/show/26065518-the-codex-alera
1155,https://www.goodreads.com//book/show/36157.Feast_of_Souls
1156,https://www.goodreads.com//book/show/24784.The_Black_Cauldron
1157,https://www.goodreads.com//book/show/372007.The_Sacrifice
1158,https://www.goodreads.com//book/show/2141382.Los_d_as_del_fuego
1159,https://www.goodreads.com//book/show/8306745-a-world-without-heroes
1160,https://www.goodreads.com//book/show/8553732-whitemantle
1161,https://www.goodreads.com//book/show/1550091.The_Sword_and_the_Lion
1162,https://www.goodreads.com//book/show/259897.The_Will_of_the_Wanderer
1163,https://www.goodreads.com//book/show/17906484-flight-of-a-changeling
1164,https://www.goodreads.com//book/show/18140906-guardian-dragons
1165,https://www.goodreads.com//book/show/18779890-blood-bride
1166,https://www.goodreads.com//book/show/9953281-guardian
1167,https://www.goodreads.com//book/show/25158665-the-eye-and-the-arm
1168,https://www.goodreads.com//book/show/8694389-deathless
1169,https://www.goodreads.com//book/show/3334563-the-inkheart-trilogy
1170,https://www.goodreads.com//book/show/244572.Charmed_Life
