iter	Logloss
0	0.6874834153
1	0.6813408303
2	0.6763851946
3	0.6733213987
4	0.667887794
5	0.6618717778
6	0.6556163988
7	0.6502064192
8	0.6460127242
9	0.6410179567
10	0.6359948338
11	0.6314059118
12	0.6286110599
13	0.6247995532
14	0.6207411455
15	0.6168960245
16	0.6126078517
17	0.6082721745
18	0.6040283436
19	0.6000493128
20	0.5955772208
21	0.5923217467
22	0.588125928
23	0.5839537382
24	0.5802066542
25	0.577143691
26	0.5737976632
27	0.5703497854
28	0.5670109331
29	0.5634561645
30	0.5613160274
31	0.5595642364
32	0.5565029046
33	0.5546290216
34	0.5530995039
35	0.5496108404
36	0.5468713539
37	0.5441593926
38	0.541392785
39	0.538133738
40	0.5346256369
41	0.5319217771
42	0.5288768605
43	0.5262879182
44	0.5236800379
45	0.5224973421
46	0.5198745591
47	0.5177670886
48	0.516542793
49	0.5136346496
50	0.5108539471
51	0.508378359
52	0.5060299511
53	0.5037788304
54	0.501700193
55	0.4995884828
56	0.4971924118
57	0.4951683826
58	0.4935516794
59	0.4912591125
60	0.4893365402
61	0.4876182943
62	0.4853468292
63	0.4835281236
64	0.4816444065
65	0.4807760268
66	0.4788315648
67	0.4771240994
68	0.4758961076
69	0.4742377583
70	0.4727701351
71	0.4715582825
72	0.4699772242
73	0.4688388564
74	0.4674647072
75	0.4657303401
76	0.464481266
77	0.4634937266
78	0.4619374696
79	0.4602829476
80	0.459160351
81	0.4581015545
82	0.4566544179
83	0.4554794717
84	0.4545139946
85	0.4532162753
86	0.4521865908
87	0.450856136
88	0.4494568304
89	0.4482098969
90	0.447134095
91	0.4464412175
92	0.4450233323
93	0.4445613725
94	0.4431317995
95	0.4420141451
96	0.4410472914
97	0.4398492746
98	0.4385120036
99	0.437456738
100	0.4362211453
101	0.4350287298
102	0.4343250838
103	0.4336047593
104	0.4324461572
105	0.4315467312
106	0.4307240555
107	0.4299506672
108	0.4287666325
109	0.4276010778
110	0.4268179291
111	0.4259611314
112	0.4255704268
113	0.4246304931
114	0.4238604251
115	0.4226919355
116	0.4217636959
117	0.4207806315
118	0.4198551094
119	0.4188784429
120	0.4179763911
121	0.4171196968
122	0.4163420276
123	0.4155095825
124	0.4148811548
125	0.414132543
126	0.4134968344
127	0.412596592
128	0.411933382
129	0.4111172338
130	0.4101679738
131	0.4094793927
132	0.4092996916
133	0.4084806098
134	0.4077497245
135	0.4072709229
136	0.4065243163
137	0.4059552162
138	0.4052248855
139	0.4044637684
140	0.4041882936
141	0.403677033
142	0.4028478787
143	0.4022406863
144	0.4016258865
145	0.4012575097
146	0.40059115
147	0.3999715116
148	0.3996836195
149	0.3993833525
150	0.3989659601
151	0.3984302641
152	0.3978291939
153	0.3972600518
154	0.3966353251
155	0.3962320974
156	0.3959730288
157	0.3954853297
158	0.3951994885
159	0.3947023238
160	0.3944227276
161	0.3939949933
162	0.3935525959
163	0.3930395438
164	0.3925052367
165	0.392085268
166	0.391632406
167	0.3910856466
168	0.3906520816
169	0.3903131218
170	0.3897975147
171	0.3895291721
172	0.3891644007
173	0.3888359281
174	0.3883278278
175	0.3879711435
176	0.387369775
177	0.386849992
178	0.3864654027
179	0.3860913812
180	0.3856072678
181	0.3850634417
182	0.3846144609
183	0.3841408856
184	0.3838398811
185	0.3835735408
186	0.3832702864
187	0.3829620011
188	0.3825384389
189	0.3822855394
190	0.3819478697
191	0.3818806635
192	0.3815263673
193	0.3814383501
194	0.3810431286
195	0.3807301691
196	0.3804701652
197	0.3801257686
198	0.3797718
199	0.3795216331
200	0.3792565891
201	0.3790965552
202	0.3789581933
203	0.3785990732
204	0.3782257785
205	0.3780291765
206	0.3777854712
207	0.3774835556
208	0.377158136
209	0.3768130375
210	0.3766809997
211	0.3762657245
212	0.3758239777
213	0.3755098984
214	0.3752765801
215	0.3748519992
216	0.3746250155
217	0.374372358
218	0.3741294009
219	0.3739664222
220	0.3736783904
221	0.3734160207
222	0.3730551881
223	0.3728067828
224	0.3725649673
225	0.3724865862
226	0.3721625682
227	0.3718865712
228	0.3714341521
229	0.3712204313
230	0.3708195272
231	0.3705166798
232	0.3701694652
233	0.3698853073
234	0.3697245744
235	0.3695699253
236	0.3693760862
237	0.3690882811
238	0.3688120443
239	0.3687190169
240	0.3684802549
241	0.3681492022
242	0.3679899787
243	0.3678562285
244	0.36773307
245	0.3675459704
246	0.3672480914
247	0.3668349911
248	0.3665950074
249	0.3664798959
250	0.3663860773
251	0.3661954238
252	0.3660208114
253	0.365624946
254	0.3654249898
255	0.3652463377
256	0.3649471048
257	0.3648151015
258	0.3645018235
259	0.3643133841
260	0.3641307887
261	0.3638667746
262	0.3635285507
263	0.3632382408
264	0.363128673
265	0.3629445751
266	0.3627432565
267	0.3626118721
268	0.3623726324
269	0.3623433454
270	0.362278205
271	0.3619807142
272	0.3617339888
273	0.3614388643
274	0.3612589595
275	0.3609070778
276	0.3607177608
277	0.3605430758
278	0.360381516
279	0.3599672712
280	0.359648357
281	0.3594882639
282	0.3593924588
283	0.3591455254
284	0.3589201255
285	0.3585589697
286	0.3584753647
287	0.3581620939
288	0.3579691353
289	0.3577914375
290	0.3576531454
291	0.3574669837
292	0.357249517
293	0.3570605876
294	0.3568800132
295	0.3566815515
296	0.3564834111
297	0.3563494312
298	0.3559872294
299	0.3558038221
300	0.3556200911
301	0.3553114335
302	0.355179455
303	0.3549820648
304	0.3549463923
305	0.3547460259
306	0.3545118544
307	0.3542335508
308	0.3541183256
309	0.3539453983
310	0.3536686881
311	0.3535303933
312	0.3533336356
313	0.3531507479
314	0.3530245195
315	0.3527889707
316	0.3525879647
317	0.3523514294
318	0.352211202
319	0.3519681057
320	0.3518504982
321	0.3516874629
322	0.3513905283
323	0.3511538778
324	0.3510176826
325	0.350688741
326	0.3504551864
327	0.3503136492
328	0.3502087315
329	0.3499561362
330	0.3498886515
331	0.3497796302
332	0.3496419896
333	0.3494998022
334	0.3493308128
335	0.3491395991
336	0.3489882522
337	0.34874116
338	0.3485529307
339	0.348365949
340	0.3483050182
341	0.3481824028
342	0.3480747534
343	0.3479187321
344	0.3477824784
345	0.3475382767
346	0.3473048294
347	0.3471636307
348	0.3469700976
349	0.3468119279
350	0.346654501
351	0.346461249
352	0.3463283403
353	0.3462835334
354	0.3461679308
355	0.3460351599
356	0.3459437473
357	0.3458443881
358	0.3454566624
359	0.3452920076
360	0.3452439586
361	0.3450237257
362	0.3448323758
363	0.344707938
364	0.3446138161
365	0.3443719663
366	0.344266145
367	0.3441220323
368	0.3439644984
369	0.3437299459
370	0.3434770255
371	0.3434156547
372	0.3432888755
373	0.3431746221
374	0.3430206559
375	0.3429835952
376	0.3429586946
377	0.3428391651
378	0.3427827144
379	0.3426562393
380	0.3424148887
381	0.342210023
382	0.3419593799
383	0.341740624
384	0.3414821785
385	0.3412771931
386	0.340973517
387	0.3408379825
388	0.3407253508
389	0.340694532
390	0.3405259959
391	0.3403965172
392	0.3400678896
393	0.3399794792
394	0.3399265468
395	0.3397436374
396	0.3396225506
397	0.3394446536
398	0.3393371577
399	0.3392707549
400	0.3391490377
401	0.3390581767
402	0.3389398734
403	0.3388753224
404	0.3387760921
405	0.3386903332
406	0.3383752498
407	0.3379970351
408	0.3379036807
409	0.3376791995
410	0.3376716912
411	0.3375844366
412	0.3374644269
413	0.3373650662
414	0.3371033568
415	0.3370051667
416	0.3368692236
417	0.3367484361
418	0.3366565335
419	0.336503104
420	0.3363428351
421	0.3362506161
422	0.3361498264
423	0.3360328474
424	0.3358694027
425	0.3356534168
426	0.335455856
427	0.3354013074
428	0.3352888997
429	0.3352035368
430	0.3350523112
431	0.3348554899
432	0.3346929515
433	0.3346183311
434	0.3346158053
435	0.3343769847
436	0.33419114
437	0.3340671816
438	0.3339537337
439	0.3338139754
440	0.3336971668
441	0.3336122019
442	0.3333890141
443	0.3331834769
444	0.3330275117
445	0.3328286589
446	0.3328144681
447	0.3326195936
448	0.332532497
449	0.3323048617
450	0.3322612384
451	0.3322098014
452	0.3321327661
453	0.3319902021
454	0.3318753227
455	0.3317683285
456	0.3316267085
457	0.3316058796
458	0.331470318
459	0.3313420201
460	0.3312585533
461	0.3311139014
462	0.3310027835
463	0.3308477278
464	0.3307015228
465	0.33049618
466	0.3304436303
467	0.33030543
468	0.3301345697
469	0.3300557076
470	0.3300059051
471	0.329860339
472	0.3295539121
473	0.3295000432
474	0.3293001874
475	0.329203949
476	0.3290403551
477	0.3289053413
478	0.3287813381
479	0.3287074303
480	0.3286269038
481	0.3285025289
482	0.3283981386
483	0.3282982906
484	0.3281945386
485	0.3280960138
486	0.3280587376
487	0.3279946572
488	0.3278109558
489	0.3277770997
490	0.3276566969
491	0.3275009106
492	0.3274212941
493	0.3272906494
494	0.3272640635
495	0.3270847867
496	0.3268668601
497	0.3267333864
498	0.3265380633
499	0.3264515865
500	0.3263838629
501	0.3263074269
502	0.3261073488
503	0.325851355
504	0.3257231848
505	0.3256533484
506	0.3255235568
507	0.3254955396
508	0.3253561826
509	0.3252535149
510	0.3250459064
511	0.324951438
512	0.3249088632
513	0.324830381
514	0.3247491701
515	0.3246993017
516	0.324522827
517	0.3244284428
518	0.324417886
519	0.3242212118
520	0.3238827901
521	0.323563543
522	0.323411605
523	0.3233383489
524	0.3232758326
525	0.3231287536
526	0.3230218268
527	0.3228665836
528	0.3226938096
529	0.3225530204
530	0.3224124804
531	0.3222604542
532	0.3220931246
533	0.3220422369
534	0.3219197164
535	0.321801223
536	0.3217108321
537	0.3215386278
538	0.3214610626
539	0.3213641397
540	0.3213039382
541	0.3212099717
542	0.3211191954
543	0.3210492534
544	0.320929905
545	0.3208857218
546	0.3207460122
547	0.320635398
548	0.320510336
549	0.3204937649
550	0.3203153815
551	0.3201716631
552	0.3200177077
553	0.3199539446
554	0.3197146052
555	0.3195923003
556	0.3195823072
557	0.3194941631
558	0.3194269166
559	0.319383849
560	0.31920979
561	0.3190772081
562	0.3189166647
563	0.3187425306
564	0.3186560105
565	0.3185581357
566	0.3184721397
567	0.3182605578
568	0.3182471637
569	0.3181787908
570	0.3181441489
571	0.3178086199
572	0.3177683894
573	0.3176784942
574	0.3173059964
575	0.3170226125
576	0.3169757077
577	0.316923133
578	0.3168558388
579	0.3167570068
580	0.3166975801
581	0.3166778844
582	0.3166124174
583	0.3165613166
584	0.3163936123
585	0.3162993902
586	0.3162068791
587	0.3160641824
588	0.3159245252
589	0.3157545796
590	0.3157097763
591	0.3157057698
592	0.3155663788
593	0.3154963098
594	0.3154637108
595	0.315334186
596	0.3151986945
597	0.3150639141
598	0.3149402479
599	0.3147117242
600	0.31459445
601	0.3144994862
602	0.3144164033
603	0.314196718
604	0.3139543855
605	0.3138598185
606	0.3137807978
607	0.3136698124
608	0.3135526672
609	0.313337352
610	0.3131777919
611	0.3130694898
612	0.3129780935
613	0.3128633337
614	0.3128455926
615	0.3126977086
616	0.3126196008
617	0.3125120205
618	0.3123959656
619	0.3122328338
620	0.3119217875
621	0.3118298961
622	0.311785993
623	0.3116568978
624	0.3115094439
625	0.3114137289
626	0.3113407649
627	0.3112656468
